unit_type,u,grat_contrast,grat_orientation,response,smoothed_response
excit,30,0.0,45,0.012005648055555556,0.012150303458333334
excit,30,0.0,60,0.012886165430555556,0.012789022861111112
excit,30,0.0,75,0.011863485986111111,0.012315113472222222
excit,30,0.0,90,0.012737842902777777,0.012869311527777778
excit,30,0.0,105,0.011619026944444444,0.0118005225
excit,30,0.0,120,0.012396192625,0.012574781388888888
excit,30,0.0,135,0.012654942916666667,0.012583479583333333
excit,30,0.0,150,0.01285051488888889,0.012825422236111111
excit,30,0.0,165,0.012613288527777777,0.012820965833333333
excit,30,0.0432773,0,0.01302649126388889,0.013062708888888889
excit,30,0.0432773,15,0.012778019527777778,0.01258399823611111
excit,30,0.0432773,30,0.012760035,0.013046168333333334
excit,30,0.0432773,45,0.012710648333333333,0.012825498805555556
excit,30,0.0432773,60,0.012375195277777779,0.012633439027777778
excit,30,0.0432773,75,0.01214557111111111,0.012422335305555554
excit,30,0.0432773,90,0.012451707763888889,0.012495938875
excit,30,0.0432773,105,0.012324357472222222,0.01266750486111111
excit,30,0.0432773,120,0.012921849416666666,0.013054067194444444
excit,30,0.0432773,135,0.013147365402777778,0.013084581944444444
excit,30,0.0432773,150,0.012824605694444444,0.012988857916666667
excit,30,0.0432773,165,0.01129979138888889,0.011666785569444444
excit,30,0.103411,0,0.012817508611111111,0.012901812222222222
excit,30,0.103411,15,0.012683967625,0.012807240541666667
excit,30,0.103411,30,0.011811158055555555,0.011928046597222223
excit,30,0.103411,45,0.012653919430555556,0.012824470083333334
excit,30,0.103411,60,0.012525762777777777,0.012647592430555556
excit,30,0.103411,75,0.012780441805555556,0.012967523069444445
excit,30,0.103411,90,0.01244112611111111,0.012674718430555556
excit,30,0.103411,105,0.013041313333333334,0.013165148472222223
excit,30,0.103411,120,0.01302029763888889,0.0131460125
excit,30,0.103411,135,0.011956952777777778,0.01202354851388889
excit,30,0.103411,150,0.011960561597222223,0.012024850694444443
excit,30,0.103411,165,0.012693292777777778,0.012616555
excit,30,0.186966,0,0.012581808333333333,0.012523647569444444
excit,30,0.186966,15,0.011721649027777777,0.012099468305555555
excit,30,0.186966,30,0.013254706208333335,0.013355760138888888
excit,30,0.186966,45,0.012699299166666667,0.012815783513888889
excit,30,0.186966,60,0.012750875430555555,0.012930701125
excit,30,0.186966,75,0.01218939751388889,0.012419853055555556
excit,30,0.186966,90,0.012185392944444444,0.012266274736111112
excit,30,0.186966,105,0.013248198625,0.013184822
excit,30,0.186966,120,0.01205725986111111,0.012322607958333334
excit,30,0.186966,135,0.01200045625,0.012111376083333333
excit,30,0.186966,150,0.011936146236111111,0.012200483472222223
excit,30,0.186966,165,0.012534450013888889,0.012787523027777779
excit,30,0.303066,0,0.012717577694444445,0.012970291291666667
excit,30,0.303066,15,0.012619670833333334,0.012663345361111111
excit,30,0.303066,30,0.012346967527777777,0.012299890444444444
excit,30,0.303066,45,0.012209255680555555,0.01244534473611111
excit,30,0.303066,60,0.012413513597222222,0.012599939819444444
excit,30,0.303066,75,0.012555253458333334,0.012787870125
excit,30,0.303066,90,0.013017161888888889,0.013157611847222223
excit,30,0.303066,105,0.012429414597222223,0.012570221833333332
excit,30,0.303066,120,0.012431916666666666,0.012377777875
excit,30,0.303066,135,0.011807617666666666,0.012234783916666665
excit,30,0.303066,150,0.011905496083333333,0.012155431138888888
excit,30,0.303066,165,0.013135510347222221,0.013153595972222222
excit,30,0.464386,0,0.013263063861111112,0.013269077833333334
excit,30,0.464386,15,0.013680945194444445,0.013609695111111111
excit,30,0.464386,30,0.012679100888888888,0.01287825488888889
excit,30,0.464386,45,0.013155865402777779,0.013319207402777778
excit,30,0.464386,60,0.013237990125,0.013253994736111111
excit,30,0.464386,75,0.013141103416666668,0.013249706222222222
excit,30,0.464386,90,0.013080035708333333,0.013189985250000001
excit,30,0.464386,105,0.013612676652777777,0.013557250708333335
excit,30,0.464386,120,0.012631003875,0.012485370180555556
excit,30,0.464386,135,0.013100305583333333,0.013177370722222222
excit,30,0.464386,150,0.013195309138888889,0.013169059319444445
excit,30,0.464386,165,0.013206415041666666,0.013093209833333334
excit,30,0.68854,0,0.014770084680555554,0.014775675208333332
excit,30,0.68854,15,0.016130507805555555,0.01598478688888889
excit,30,0.68854,30,0.016327355666666668,0.015997925430555556
excit,30,0.68854,45,0.015916359180555555,0.015731478958333333
excit,30,0.68854,60,0.016181230680555558,0.01586731463888889
excit,30,0.68854,75,0.015856425791666667,0.015474407708333335
excit,30,0.68854,90,0.015433497305555556,0.015282781875
excit,30,0.68854,105,0.015057376819444444,0.014737335569444445
excit,30,0.68854,120,0.01607320948611111,0.015502972
excit,30,0.68854,135,0.015180337750000002,0.015152967125
excit,30,0.68854,150,0.016557154833333334,0.016248403041666668
excit,30,0.68854,165,0.014998634583333333,0.014805823402777779
excit,30,1.0,0,0.021898931722222223,0.021482965083333333
excit,30,1.0,15,0.021036769291666667,0.020623211472222222
excit,30,1.0,30,0.022045426819444446,0.021469531708333333
excit,30,1.0,45,0.02006808361111111,0.01967100665277778
excit,30,1.0,60,0.02174054245833333,0.020975583527777775
excit,30,1.0,75,0.020342079083333336,0.019846530708333334
excit,30,1.0,90,0.020102757666666665,0.020061654999999998
excit,30,1.0,105,0.020107697,0.019609395944444444
excit,30,1.0,120,0.019262486430555555,0.018740130611111114
excit,30,1.0,135,0.01967504036111111,0.019419615069444444
excit,30,1.0,150,0.02010165611111111,0.019556486916666668
excit,30,1.0,165,0.02076798138888889,0.020105654694444444
excit,31,0.0,0,0.014766076458333333,0.014835979791666667
excit,31,0.0,15,0.01601299583333333,0.01612420625
excit,31,0.0,30,0.016601576875,0.016797689791666667
excit,31,0.0,45,0.016059868958333334,0.015851434375
excit,31,0.0,60,0.015532144166666666,0.015747394166666668
excit,31,0.0,75,0.016079568958333335,0.016324079374999998
excit,31,0.0,90,0.015859703125,0.01614332895833333
excit,31,0.0,105,0.014347281041666667,0.014667709166666668
excit,31,0.0,120,0.01568524625,0.015617124375
excit,31,0.0,135,0.01547652375,0.015555833541666666
excit,31,0.0,150,0.015329275833333334,0.015575520208333334
excit,31,0.0,165,0.01546800375,0.015487317291666665
excit,31,0.0432773,0,0.01573050625,0.015929547916666665
excit,31,0.0432773,15,0.015219649791666666,0.015849414583333332
excit,31,0.0432773,30,0.015642241458333334,0.016018204166666668
excit,31,0.0432773,45,0.015082946875000001,0.015214074583333334
excit,31,0.0432773,60,0.016191568333333333,0.016490447916666668
excit,31,0.0432773,75,0.015391123333333333,0.015696864583333334
excit,31,0.0432773,90,0.017426310625,0.017325785416666666
excit,31,0.0432773,105,0.01643379625,0.016705277083333334
excit,31,0.0432773,120,0.016094891875,0.016237833333333333
excit,31,0.0432773,135,0.016038503333333332,0.015841691875
excit,31,0.0432773,150,0.016428300416666666,0.016546235625
excit,31,0.0432773,165,0.013938319791666667,0.014331525208333334
excit,31,0.103411,0,0.01718876875,0.017179661250000002
excit,31,0.103411,15,0.015682662291666667,0.015591742708333333
excit,31,0.103411,30,0.01602942,0.016130827916666667
excit,31,0.103411,45,0.016042791666666667,0.016176183333333333
excit,31,0.103411,60,0.01534960625,0.015759379375
excit,31,0.103411,75,0.016257968125,0.016442847708333333
excit,31,0.103411,90,0.017130827083333335,0.017292903125
excit,31,0.103411,105,0.01630119395833333,0.016481297500000002
excit,31,0.103411,120,0.016324695208333333,0.016392496041666666
excit,31,0.103411,135,0.014681121041666667,0.015073943749999999
excit,31,0.103411,150,0.015530917083333333,0.015622772916666666
excit,31,0.103411,165,0.015492028333333333,0.015924047708333333
excit,31,0.186966,0,0.0158671125,0.01598649833333333
excit,31,0.186966,15,0.015133044791666666,0.015471188333333332
excit,31,0.186966,30,0.01579164895833333,0.016105704791666665
excit,31,0.186966,45,0.015764640416666666,0.015986769166666668
excit,31,0.186966,60,0.017277714791666666,0.016991915625
excit,31,0.186966,75,0.015055362916666667,0.015366495208333332
excit,31,0.186966,90,0.015661497083333333,0.015962878125
excit,31,0.186966,105,0.016485553333333333,0.016458539583333334
excit,31,0.186966,120,0.015975230833333333,0.016165300416666667
excit,31,0.186966,135,0.015546982708333332,0.015522614375
excit,31,0.186966,150,0.016064787083333334,0.016215903958333333
excit,31,0.186966,165,0.01649178125,0.016614295833333334
excit,31,0.303066,0,0.016360650625,0.01633132229166667
excit,31,0.303066,15,0.016738122291666668,0.016626673541666668
excit,31,0.303066,30,0.015087203958333335,0.015519535833333334
excit,31,0.303066,45,0.016329166875,0.016462310416666667
excit,31,0.303066,60,0.01632160125,0.016346227083333335
excit,31,0.303066,75,0.015918440833333335,0.016167684166666665
excit,31,0.303066,90,0.017046505208333333,0.017210441458333333
excit,31,0.303066,105,0.015616576875000001,0.015795541041666666
excit,31,0.303066,120,0.015284753125,0.01565795375
excit,31,0.303066,135,0.01647514166666667,0.016546979375
excit,31,0.303066,150,0.0165467825,0.016291870833333333
excit,31,0.303066,165,0.016346123958333333,0.016540706458333335
excit,31,0.464386,0,0.016156838125,0.016123404166666667
excit,31,0.464386,15,0.018174702083333334,0.017887195833333334
excit,31,0.464386,30,0.016914727291666667,0.016741808125
excit,31,0.464386,45,0.017238461458333333,0.017277647083333333
excit,31,0.464386,60,0.017278758124999998,0.017307353958333334
excit,31,0.464386,75,0.017125845833333334,0.017020546041666668
excit,31,0.464386,90,0.016752198125,0.016746126041666667
excit,31,0.464386,105,0.018029998541666665,0.017902668125
excit,31,0.464386,120,0.015634114166666668,0.016129112708333334
excit,31,0.464386,135,0.0179297725,0.017705280625
excit,31,0.464386,150,0.016844939166666666,0.01690116041666667
excit,31,0.464386,165,0.01686489,0.01718565
excit,31,0.68854,0,0.01876690229166667,0.018572925208333334
excit,31,0.68854,15,0.020456808333333333,0.020043809375000003
excit,31,0.68854,30,0.020679104166666667,0.020170827083333332
excit,31,0.68854,45,0.02053416875,0.019917295833333334
excit,31,0.68854,60,0.020361991666666666,0.02008578125
excit,31,0.68854,75,0.021174525,0.020729072916666667
excit,31,0.68854,90,0.019600650208333334,0.01936781958333333
excit,31,0.68854,105,0.019369880000000003,0.019116805833333333
excit,31,0.68854,120,0.019776939583333333,0.019606720833333334
excit,31,0.68854,135,0.018809525,0.018694088333333334
excit,31,0.68854,150,0.020208175,0.019988220833333334
excit,31,0.68854,165,0.018439176458333335,0.018485490625
excit,31,1.0,0,0.02529282083333333,0.024567456249999998
excit,31,1.0,15,0.023879943749999997,0.023483456250000003
excit,31,1.0,30,0.0261631875,0.02553934166666667
excit,31,1.0,45,0.024764145833333334,0.0242971375
excit,31,1.0,60,0.026996214583333334,0.02623643958333333
excit,31,1.0,75,0.024623989583333335,0.02398982083333333
excit,31,1.0,90,0.023963569583333334,0.023764394375
excit,31,1.0,105,0.02536081875,0.02473804791666667
excit,31,1.0,120,0.023228977083333335,0.02279303958333333
excit,31,1.0,135,0.023353502083333335,0.022812885416666668
excit,31,1.0,150,0.02428575625,0.02370870833333333
excit,31,1.0,165,0.024530189583333334,0.024035497916666666
excit,32,0.0,0,0.006674619791666667,0.006669507083333334
excit,32,0.0,15,0.006525074791666668,0.006529629583333334
excit,32,0.0,30,0.005775586291666667,0.006085806666666666
excit,32,0.0,45,0.006565270000000001,0.006530967083333333
excit,32,0.0,60,0.006754922083333333,0.00686077375
excit,32,0.0,75,0.0064837897916666665,0.006380221458333334
excit,32,0.0,90,0.006370719583333333,0.006481780416666667
excit,32,0.0,105,0.005937011666666666,0.0061113408958333336
excit,32,0.0,120,0.006571921041666667,0.006729932083333333
excit,32,0.0,135,0.006398024166666666,0.006382735208333334
excit,32,0.0,150,0.006594175625,0.006528857083333333
excit,32,0.0,165,0.0061571483333333335,0.006115186041666667
excit,32,0.0432773,0,0.006948374166666667,0.006852428333333334
excit,32,0.0432773,15,0.006228169374999999,0.006242899791666667
excit,32,0.0432773,30,0.006359545833333333,0.006402326875
excit,32,0.0432773,45,0.006268165833333333,0.006330895416666667
excit,32,0.0432773,60,0.00712906375,0.0069774299166666665
excit,32,0.0432773,75,0.0064079404375,0.006521068666666667
excit,32,0.0432773,90,0.005801685833333334,0.006049790833333333
excit,32,0.0432773,105,0.0063145973125,0.006396627708333334
excit,32,0.0432773,120,0.006492058958333334,0.006373824625
excit,32,0.0432773,135,0.00669478875,0.00670144625
excit,32,0.0432773,150,0.0066050087499999995,0.006510374375
excit,32,0.0432773,165,0.00599761125,0.006185107499999999
excit,32,0.103411,0,0.006231766875,0.006213120833333333
excit,32,0.103411,15,0.006057150416666667,0.0061496745000000005
excit,32,0.103411,30,0.006005467916666667,0.006053534166666667
excit,32,0.103411,45,0.006229616666666667,0.00640670125
excit,32,0.103411,60,0.0065057320833333335,0.006710089166666666
excit,32,0.103411,75,0.007298411458333333,0.007150107916666666
excit,32,0.103411,90,0.006670081041666667,0.0067702491666666665
excit,32,0.103411,105,0.006797498333333333,0.006605733541666666
excit,32,0.103411,120,0.006700859375,0.006580310416666666
excit,32,0.103411,135,0.0057661364375,0.005754220833333334
excit,32,0.103411,150,0.0069240433333333335,0.006761646875
excit,32,0.103411,165,0.0064500224999999994,0.006451249166666667
excit,32,0.186966,0,0.0054078275,0.005559424166666667
excit,32,0.186966,15,0.00583073625,0.006016069583333333
excit,32,0.186966,30,0.006009916854166666,0.00612596
excit,32,0.186966,45,0.006219277708333333,0.006375769
excit,32,0.186966,60,0.006834433958333334,0.0067990785416666664
excit,32,0.186966,75,0.0055626182916666675,0.0058573608125
excit,32,0.186966,90,0.006065665208333334,0.006166017916666666
excit,32,0.186966,105,0.005938645416666667,0.006009397083333333
excit,32,0.186966,120,0.005962787708333334,0.0058632108333333335
excit,32,0.186966,135,0.005770271041666667,0.005802678750000001
excit,32,0.186966,150,0.0056898025000000005,0.005697748333333333
excit,32,0.186966,165,0.006605518958333333,0.006575432916666666
excit,32,0.303066,0,0.005912017083333333,0.0060967875
excit,32,0.303066,15,0.005657642916666667,0.005754857708333334
excit,32,0.303066,30,0.005774644583333333,0.005720205
excit,32,0.303066,45,0.005575619666666667,0.00573302125
excit,32,0.303066,60,0.005857398729166667,0.005918278333333333
excit,32,0.303066,75,0.006736031875,0.0066485475
excit,32,0.303066,90,0.00652573,0.006380447916666667
excit,32,0.303066,105,0.005660210833333333,0.00569752375
excit,32,0.303066,120,0.006348800208333334,0.006359477708333333
excit,32,0.303066,135,0.006335231208333333,0.006306859083333334
excit,32,0.303066,150,0.0064639699999999994,0.006518690416666667
excit,32,0.303066,165,0.005987047916666666,0.006105027916666666
excit,32,0.464386,0,0.005793695000000001,0.0059051375
excit,32,0.464386,15,0.005531023125,0.005518292291666667
excit,32,0.464386,30,0.0046888956041666666,0.004872642708333334
excit,32,0.464386,45,0.005389322500000001,0.005529942708333333
excit,32,0.464386,60,0.006456330625,0.006236598541666667
excit,32,0.464386,75,0.005949284583333333,0.0059418139583333335
excit,32,0.464386,90,0.006282485020833333,0.006223783958333333
excit,32,0.464386,105,0.006525222291666667,0.006637750833333333
excit,32,0.464386,120,0.005788902708333334,0.005656502354166666
excit,32,0.464386,135,0.006358363958333334,0.006457002083333333
excit,32,0.464386,150,0.0061756116666666664,0.006093834583333333
excit,32,0.464386,165,0.005438491458333333,0.005541725208333333
excit,32,0.68854,0,0.00622565375,0.006205562916666667
excit,32,0.68854,15,0.006635058770833334,0.006478696458333333
excit,32,0.68854,30,0.0052650018750000005,0.0054968475
excit,32,0.68854,45,0.006735726041666667,0.006708061041666667
excit,32,0.68854,60,0.006745185854166666,0.006650492083333333
excit,32,0.68854,75,0.007174658958333333,0.0073189643750000005
excit,32,0.68854,90,0.007014308958333333,0.006816713333333333
excit,32,0.68854,105,0.006290225625,0.006239989166666667
excit,32,0.68854,120,0.006045601875,0.006115003958333334
excit,32,0.68854,135,0.006462600833333333,0.0063655452083333335
excit,32,0.68854,150,0.006477367083333334,0.00647622475
excit,32,0.68854,165,0.006397011416666667,0.006451727458333333
excit,32,1.0,0,0.008658082916666667,0.008303220416666666
excit,32,1.0,15,0.007738029375,0.007632655625000001
excit,32,1.0,30,0.008166331458333334,0.008184357083333333
excit,32,1.0,45,0.00724063375,0.007093712708333334
excit,32,1.0,60,0.009035194583333333,0.008551222083333332
excit,32,1.0,75,0.009421419375,0.009226683333333334
excit,32,1.0,90,0.009753682916666668,0.009436235624999999
excit,32,1.0,105,0.009254238958333333,0.009136865208333332
excit,32,1.0,120,0.007913722083333333,0.007911804583333333
excit,32,1.0,135,0.007979449604166666,0.00797924625
excit,32,1.0,150,0.008171627083333332,0.007862979791666667
excit,32,1.0,165,0.008282217916666666,0.008181054583333333
excit,33,0.0,0,0.01561486125,0.015170721458333333
excit,33,0.0,15,0.015569969166666668,0.015554397083333333
excit,33,0.0,30,0.014544968333333333,0.014684432291666667
excit,33,0.0,45,0.015975222083333334,0.015675839791666667
excit,33,0.0,60,0.015938031666666668,0.01582026208333333
excit,33,0.0,75,0.01653300833333333,0.016336839583333335
excit,33,0.0,90,0.015227080833333332,0.015026738958333334
excit,33,0.0,105,0.014644044583333335,0.014662729791666667
excit,33,0.0,120,0.014854456458333333,0.015035025833333333
excit,33,0.0,135,0.016739016041666666,0.016691575
excit,33,0.0,150,0.016103247291666668,0.016017437916666665
excit,33,0.0,165,0.016570796250000002,0.016148178125
excit,33,0.0432773,0,0.015604766458333334,0.015343258958333333
excit,33,0.0432773,15,0.015057358333333333,0.014921449583333335
excit,33,0.0432773,30,0.014865929791666668,0.014901822291666667
excit,33,0.0432773,45,0.01507989,0.014827601250000001
excit,33,0.0432773,60,0.015812659166666666,0.015627958125
excit,33,0.0432773,75,0.014003106458333333,0.014006556875
excit,33,0.0432773,90,0.014763698958333333,0.014234602083333332
excit,33,0.0432773,105,0.014547914583333333,0.014502864166666666
excit,33,0.0432773,120,0.013850298333333332,0.013852140208333334
excit,33,0.0432773,135,0.014067032291666668,0.014288225208333333
excit,33,0.0432773,150,0.014609426875,0.014595973125
excit,33,0.0432773,165,0.015173906041666666,0.014746824583333333
excit,33,0.103411,0,0.0142113075,0.014214395208333333
excit,33,0.103411,15,0.014488453125,0.014240240208333333
excit,33,0.103411,30,0.014107683333333334,0.01400440375
excit,33,0.103411,45,0.015921257916666667,0.015649318333333332
excit,33,0.103411,60,0.014189843958333335,0.014224041666666666
excit,33,0.103411,75,0.014932440416666666,0.014758425416666667
excit,33,0.103411,90,0.013626036041666666,0.013564241041666668
excit,33,0.103411,105,0.015239512916666668,0.015070244583333335
excit,33,0.103411,120,0.013964138958333332,0.013866890208333335
excit,33,0.103411,135,0.01472955125,0.014604361041666666
excit,33,0.103411,150,0.013254723333333334,0.013469244375
excit,33,0.103411,165,0.015118382291666668,0.014770442083333333
excit,33,0.186966,0,0.014356464583333332,0.014253746458333334
excit,33,0.186966,15,0.013254016041666665,0.013056686458333334
excit,33,0.186966,30,0.013467234166666666,0.013546834166666667
excit,33,0.186966,45,0.012598679375,0.012748332708333332
excit,33,0.186966,60,0.013522603125,0.013608167291666667
excit,33,0.186966,75,0.012960403958333333,0.013100871666666666
excit,33,0.186966,90,0.01309052125,0.013011793958333332
excit,33,0.186966,105,0.0131385475,0.013289699791666667
excit,33,0.186966,120,0.013388104999999999,0.013551550833333334
excit,33,0.186966,135,0.014001586041666667,0.013729746458333332
excit,33,0.186966,150,0.012496084999999999,0.012456405625
excit,33,0.186966,165,0.014323217708333334,0.014453852291666666
excit,33,0.303066,0,0.012485443125,0.012399849166666666
excit,33,0.303066,15,0.011829489375,0.012151963541666666
excit,33,0.303066,30,0.012322766666666667,0.012289898958333335
excit,33,0.303066,45,0.012467240208333334,0.012573026666666667
excit,33,0.303066,60,0.013983684791666666,0.013893968958333334
excit,33,0.303066,75,0.014088579999999998,0.013789141041666666
excit,33,0.303066,90,0.013525234375,0.013472935208333333
excit,33,0.303066,105,0.014263567083333333,0.014085949374999998
excit,33,0.303066,120,0.011335663125,0.011244213333333334
excit,33,0.303066,135,0.01138817375,0.011366632916666668
excit,33,0.303066,150,0.011723454375,0.01193724625
excit,33,0.303066,165,0.013201429374999999,0.013294280208333334
excit,33,0.464386,0,0.010777170833333334,0.010799304166666667
excit,33,0.464386,15,0.010387829166666666,0.010509545625
excit,33,0.464386,30,0.010745304375,0.011000784999999999
excit,33,0.464386,45,0.011100180416666668,0.011183777083333332
excit,33,0.464386,60,0.012642720208333333,0.012468797500000002
excit,33,0.464386,75,0.011279753333333335,0.011267579166666666
excit,33,0.464386,90,0.011629389583333335,0.0116719075
excit,33,0.464386,105,0.011607806041666667,0.011348298333333333
excit,33,0.464386,120,0.010029063333333333,0.010250480625
excit,33,0.464386,135,0.010128875,0.010465260833333335
excit,33,0.464386,150,0.010883053541666667,0.010892774791666665
excit,33,0.464386,165,0.010512384999999999,0.010615155000000001
excit,33,0.68854,0,0.008372105833333332,0.008478876458333333
excit,33,0.68854,15,0.009117468583333333,0.009363620208333333
excit,33,0.68854,30,0.008618352083333334,0.008813065
excit,33,0.68854,45,0.009908602916666667,0.009936761666666667
excit,33,0.68854,60,0.009387223333333333,0.009482903333333334
excit,33,0.68854,75,0.009618175,0.009752343333333333
excit,33,0.68854,90,0.009514625,0.009645216458333333
excit,33,0.68854,105,0.008341626874999999,0.008706150208333334
excit,33,0.68854,120,0.008498310833333333,0.008805569583333334
excit,33,0.68854,135,0.008427215833333333,0.008829424583333334
excit,33,0.68854,150,0.00867076125,0.008860428958333333
excit,33,0.68854,165,0.009243999166666668,0.009299873125
excit,33,1.0,0,0.007944779020833332,0.0082293380625
excit,33,1.0,15,0.009783984395833334,0.009494170833333334
excit,33,1.0,30,0.008065501041666668,0.008254479791666667
excit,33,1.0,45,0.009852059395833333,0.009816328979166667
excit,33,1.0,60,0.011132922916666668,0.01098770875
excit,33,1.0,75,0.01103074875,0.01101104
excit,33,1.0,90,0.010898406458333334,0.010825131875
excit,33,1.0,105,0.010627703541666667,0.010401335416666666
excit,33,1.0,120,0.007807565833333333,0.007876176458333333
excit,33,1.0,135,0.008476903958333334,0.008457018958333333
excit,33,1.0,150,0.0086317175,0.008765518541666666
excit,33,1.0,165,0.008763878708333334,0.008921582666666667
excit,34,0.0,0,0.008413470027777778,0.008187390736111112
excit,34,0.0,15,0.008860980791666667,0.008864328708333334
excit,34,0.0,30,0.007854019097222222,0.007822749736111112
excit,34,0.0,45,0.0077791355,0.007786546958333333
excit,34,0.0,60,0.007952209361111112,0.008015108847222223
excit,34,0.0,75,0.0076942676527777774,0.007768982125
excit,34,0.0,90,0.00787072423611111,0.007899131527777777
excit,34,0.0,105,0.007887411888888888,0.008071180652777779
excit,34,0.0,120,0.008078042166666667,0.008005677902777779
excit,34,0.0,135,0.008102866458333333,0.008073998097222222
excit,34,0.0,150,0.007633087833333333,0.0077158135
excit,34,0.0,165,0.007851117597222223,0.007855040305555555
excit,34,0.0432773,0,0.008167479416666667,0.008256335402777778
excit,34,0.0432773,15,0.008705268083333334,0.00859284675
excit,34,0.0432773,30,0.00865366563888889,0.008500571847222223
excit,34,0.0432773,45,0.008547317763888888,0.008717255916666666
excit,34,0.0432773,60,0.009120209430555555,0.008831095402777777
excit,34,0.0432773,75,0.0086708215,0.008600343625
excit,34,0.0432773,90,0.007281669097222223,0.007335713972222223
excit,34,0.0432773,105,0.007889015875,0.007997404958333334
excit,34,0.0432773,120,0.008098294013888889,0.008016107569444444
excit,34,0.0432773,135,0.008127320138888889,0.008068165347222222
excit,34,0.0432773,150,0.0074980845,0.00784469811111111
excit,34,0.0432773,165,0.008732432277777778,0.008652898472222222
excit,34,0.103411,0,0.008469494569444444,0.008253463875
excit,34,0.103411,15,0.007278109986111111,0.00740497836111111
excit,34,0.103411,30,0.007380301555555555,0.0073805649999999995
excit,34,0.103411,45,0.008230866041666667,0.008159782333333332
excit,34,0.103411,60,0.007553147708333334,0.007440130152777778
excit,34,0.103411,75,0.007880647277777778,0.007780567291666667
excit,34,0.103411,90,0.0071738975972222225,0.007181965805555556
excit,34,0.103411,105,0.008103038777777778,0.008281917833333334
excit,34,0.103411,120,0.007250186694444444,0.007342434972222222
excit,34,0.103411,135,0.0077316245,0.007961947791666667
excit,34,0.103411,150,0.007432892736111111,0.007478269694444444
excit,34,0.103411,165,0.007745551611111111,0.007670681805555556
excit,34,0.186966,0,0.007277493430555555,0.007188937930555556
excit,34,0.186966,15,0.007024829874999999,0.007099743388888889
excit,34,0.186966,30,0.006962627736111111,0.0070058664583333334
excit,34,0.186966,45,0.007444995152777777,0.007465402444444445
excit,34,0.186966,60,0.007783458513888889,0.0077291273888888895
excit,34,0.186966,75,0.006819673375,0.006716474083333333
excit,34,0.186966,90,0.006759943208333333,0.006947566986111112
excit,34,0.186966,105,0.007347688166666667,0.007333648250000001
excit,34,0.186966,120,0.006775170972222222,0.0067495214444444444
excit,34,0.186966,135,0.007189276027777778,0.007142586124999999
excit,34,0.186966,150,0.007298536694444444,0.007386740944444444
excit,34,0.186966,165,0.007005996166666667,0.007093588805555555
excit,34,0.303066,0,0.006505773069444444,0.0065571340972222225
excit,34,0.303066,15,0.006136743236111112,0.0060458885416666665
excit,34,0.303066,30,0.0062220363472222226,0.006325714125
excit,34,0.303066,45,0.006642433930555556,0.006509156819444444
excit,34,0.303066,60,0.006383484069444444,0.006367060486111111
excit,34,0.303066,75,0.006116871888888889,0.006221019
excit,34,0.303066,90,0.006661876319444444,0.006624503472222222
excit,34,0.303066,105,0.006415256986111111,0.006431116472222222
excit,34,0.303066,120,0.006446687638888889,0.006246036861111111
excit,34,0.303066,135,0.006570106916666667,0.006643910847222222
excit,34,0.303066,150,0.006198421277777778,0.006265215777777778
excit,34,0.303066,165,0.007351121249999999,0.007357978152777778
excit,34,0.464386,0,0.005169409,0.0052605478749999995
excit,34,0.464386,15,0.0059003448750000005,0.0059951780138888895
excit,34,0.464386,30,0.0059210290694444445,0.005899730263888889
excit,34,0.464386,45,0.0062466411111111115,0.006248382513888889
excit,34,0.464386,60,0.0061612762083333335,0.0062446085
excit,34,0.464386,75,0.006281638611111111,0.006275656083333333
excit,34,0.464386,90,0.005343922208333333,0.005434362180555556
excit,34,0.464386,105,0.005760722958333334,0.005596138208333334
excit,34,0.464386,120,0.005962410638888889,0.005801854111111111
excit,34,0.464386,135,0.006330637694444444,0.006336106236111111
excit,34,0.464386,150,0.005841481180555556,0.0059335204027777776
excit,34,0.464386,165,0.006202418694444444,0.006306855152777778
excit,34,0.68854,0,0.005251245458333334,0.005170043625
excit,34,0.68854,15,0.005163273152777778,0.005290134861111111
excit,34,0.68854,30,0.005057021722222222,0.005219118666666666
excit,34,0.68854,45,0.005737474916666666,0.005750420930555555
excit,34,0.68854,60,0.005765785277777778,0.005800404166666666
excit,34,0.68854,75,0.005107953875,0.005228325208333333
excit,34,0.68854,90,0.006033874541666667,0.005932525458333333
excit,34,0.68854,105,0.005616086263888889,0.005431708166666667
excit,34,0.68854,120,0.006322257833333333,0.0063068912083333335
excit,34,0.68854,135,0.005737323333333333,0.005760511986111111
excit,34,0.68854,150,0.0056097325,0.005601245972222222
excit,34,0.68854,165,0.0054878119027777774,0.005537578944444444
excit,34,1.0,0,0.005552249638888889,0.005536294736111111
excit,34,1.0,15,0.006204715541666666,0.006058991027777777
excit,34,1.0,30,0.006404561652777778,0.0062359185
excit,34,1.0,45,0.005453036472222223,0.005601534861111111
excit,34,1.0,60,0.0063337989583333336,0.0064349441805555555
excit,34,1.0,75,0.006013029597222223,0.0058647967361111115
excit,34,1.0,90,0.005932021180555556,0.005951028736111111
excit,34,1.0,105,0.006383709708333333,0.006281560555555555
excit,34,1.0,120,0.007395883124999999,0.007136508472222223
excit,34,1.0,135,0.007147132097222223,0.00715866363888889
excit,34,1.0,150,0.006317070041666667,0.006318521208333334
excit,34,1.0,165,0.005684261611111112,0.0056063376527777774
excit,35,0.0,0,0.003742313520833333,0.004127487270833333
