mean_loss,avg_loss,min_loss
0.19248864157229587,0.20387492759688897,0.15236898187341572
0.1538679383479535,0.18483141504101122,0.13853046424626367
0.14508970547252278,0.18047402084334263,0.13853046424626367
0.21419289005930028,0.1609330160947009,0.14164677167079567
0.1651027908334771,0.15277125601097635,0.1347195045228171
0.14190847446407856,0.1597007581939794,0.13331061407788744
0.1303745283047739,0.15185169974666138,0.13331061407788744
0.14959675103151002,0.1424644648989784,0.13201010078911285
0.13106611425261633,0.1566155087233776,0.12966443604820935
0.15607845731589706,0.1550355318222591,0.12966443604820935
0.13028732094532292,0.14192931181759055,0.1230509885896356
0.12403565325403235,0.1418949965640321,0.1230509885896356
0.1368440871743304,0.13506744342778407,0.12444425365981596
0.14186114682085477,0.13086667997776302,0.12444425365981596
0.1288875227142772,0.13252545145050412,0.12347157926579894
0.14614915647017768,0.1284805129861723,0.12037608563804464
0.12408810619983746,0.12836042295228822,0.12037608563804464
0.12620045249447095,0.128787902005711,0.1207711334183606
0.12872421109808543,0.12564788614376282,0.12030837183223811
0.1258798690218896,0.12721344201516677,0.12367256730186807
0.12241568192798621,0.12703636541205132,0.12311419480152579
0.1343302735951003,0.12578884324033482,0.12115221542594784
0.1336976242429676,0.12719699346546115,0.12115221542594784
0.1252683181369007,0.12677650973984136,0.122004214011729
0.12759259176993942,0.1268136484327932,0.122004214011729
0.12417133100547055,0.12592255964467464,0.11947888412612173
0.12716340874098084,0.12620597866437677,0.11947888412612173
0.1289261459858433,0.12595791652212776,0.12255806470766019
0.12882564068162647,0.12652729899428758,0.12255806470766019
0.13184616332109372,0.12677691180355033,0.12243231313765929
0.12264279647055863,0.12816278994800903,0.12243231313765929
0.13051983986616517,0.1282842791486386,0.12386695615193655
0.12653345652217657,0.12748763008896957,0.12386695615193655
0.12367474922584985,0.12653956686332704,0.1228451858302092
0.124277357435594,0.12439647277035766,0.12029266594810617
0.12350907243384032,0.12364576591874461,0.12029266594810617
0.131896599823137,0.12635846992506528,0.12061055004151712
0.12886744184984542,0.12676960697487638,0.12061055004151712
0.1255192880291148,0.12470953263292812,0.12052814679074933
0.12286489293116455,0.12397731743133425,0.11965855447862259
0.12359007849267506,0.12409558093719548,0.11965855447862259
0.12032307352963728,0.12424705411561734,0.11936418073761176
0.12898579900251259,0.12497514181640226,0.11936418073761176
0.12661704740816163,0.12448022930675169,0.12175745625599833
0.12500766411288342,0.12407723615068605,0.1204839135254843
0.12112851253164078,0.12386624257751451,0.1204839135254843
0.122129196462179,0.1256280331176781,0.1218360568268137
0.12482276006177516,0.12627515266618777,0.1218360568268137
0.1208651139012256,0.12492693370416241,0.12059344237537574
0.12387475532542637,0.12398781193234205,0.12059344237537574
0.12439695205185415,0.12312040847653834,0.11995959411623824
0.1238301483619884,0.12356816904338769,0.11995959411623824
0.1240729339166987,0.12250759805456882,0.11968198518684865
0.12721910178305235,0.12252105156151061,0.11968198518684865
0.12517923033883446,0.12445884248354405,0.1207144617960557
0.12054751256267739,0.123821950890702,0.1207144617960557
0.12163808165915646,0.12308225776221307,0.1209008780954314
0.12131155482378839,0.12280621575956026,0.11979420111583641
0.12082634511094574,0.12282633213734995,0.11803704873966928
0.11956830911273453,0.1244385598718893,0.11749293922817186
0.12462000974300466,0.12350793987139404,0.11749293922817186
0.11850004452917247,0.12487163878694615,0.12023083409032809
0.11964248667522623,0.12394396815248018,0.12111416652560389
0.12181595560272188,0.12315168145162093,0.11978453884863963
0.12295523860897405,0.12280254971729287,0.11928257694196548
0.12397089389079341,0.12393374422518584,0.11928257694196548
0.12882141440176065,0.12332366829046255,0.11988859607074792
0.12484210053092036,0.12303878643379323,0.11988859607074792
0.12282239866187292,0.12314312492135605,0.12068376728745767
0.12574037773161265,0.12332125220588591,0.11870076107192673
0.1235145781010559,0.1223052925427894,0.11870076107192673
0.12474096999798355,0.12346876611211206,0.11947911111542059
0.12165093501750926,0.12341876607617056,0.11888367871447296
0.12176690008382492,0.1224828716711647,0.11888367871447296
0.12310210573474749,0.12214357357352063,0.11961597907904953
0.12315320008018074,0.12182662873802547,0.11961597907904953
0.12327715343606982,0.12275152224433862,0.12049436527259474
0.12612691158906209,0.12349707154446232,0.12027552642569087
0.12241442748303794,0.12212266413752271,0.11879180147362049
0.12260683962393182,0.12297732313230082,0.11879180147362049
