mean,mmd,avg,min,max,avg_accepted,max_accepted,min_accepted
0.0017454340122640133,0.0017454340122640133,113.60032653808594,0.0015208437107503414,1363.18212890625,0.0019765482284128666,0.0024155094288289547,0.0015208437107503414
0.0015383674763143063,0.0015383674763143063,705.3908081054688,0.0015122606419026852,6169.41455078125,0.00186891108751297,0.002791972365230322,0.0015122606419026852
0.001394124235957861,0.001394124235957861,12393.123046875,0.0014887764118611813,49271.1171875,0.0017634942196309566,0.0022773458622395992,0.0014887764118611813
0.0016017868183553219,0.0016017868183553219,428.4559326171875,0.0014887764118611813,5141.44921875,0.0020161692518740892,0.003556580748409033,0.0014887764118611813
0.0014110519550740719,0.0014110519550740719,2855.627685546875,0.0014368011616170406,13900.3037109375,0.0017110819462686777,0.002566905226558447,0.0014368011616170406
0.0014706565998494625,0.0014706565998494625,3057.586669921875,0.0014368011616170406,13900.3037109375,0.001748101320117712,0.002566905226558447,0.0014368011616170406
0.0015132143162190914,0.0015132143162190914,1517.87109375,0.001512379851192236,7290.4111328125,0.0017442419193685055,0.0026358081959187984,0.001512379851192236
0.0014683916233479977,0.0014683916233479977,2782.019287109375,0.0013792230747640133,12701.3330078125,0.0016369237564504147,0.0018170787952840328,0.0013792230747640133
0.0015591098926961422,0.0015591098926961422,0.001611571991816163,0.0013792230747640133,0.0018264963291585445,0.001611571991816163,0.0018264963291585445,0.0013792230747640133
0.0014455034397542477,0.0014455034397542477,2245.774169921875,0.0014027073048055172,15125.1435546875,0.0015026642940938473,0.001745076384395361,0.0014027073048055172
0.0014471723698079586,0.0014471723698079586,301.0296630859375,0.0014027073048055172,3612.339599609375,0.0014685975620523095,0.001608224119991064,0.0014027073048055172
0.001463861670345068,0.001463861670345068,0.0014852001331746578,0.001385898794978857,0.0016454174183309078,0.0014852001331746578,0.0016454174183309078,0.001385898794978857
0.0013792230747640133,0.0013792230747640133,890.44287109375,0.0013818456791341305,9907.1142578125,0.0014266683720052242,0.0014919950626790524,0.0013818456791341305
0.0014103366993367672,0.0014103366993367672,1448.5697021484375,0.0013735010288655758,8653.1875,0.0014384171226993203,0.001584859099239111,0.0013735010288655758
0.0014272644184529781,0.0014272644184529781,149.90106201171875,0.0013735010288655758,1798.796630859375,0.001462301122955978,0.0015698387287557125,0.0013735010288655758
0.0013454868458211422,0.0013454868458211422,608.4959716796875,0.001343937125056982,4066.574462890625,0.0014313440769910812,0.0015802099369466305,0.001343937125056982
0.0013518049381673336,0.0013518049381673336,541.1348876953125,0.001343937125056982,4066.574462890625,0.0014095022343099117,0.0015614940784871578,0.001343937125056982
0.0013813688419759274,0.0013813688419759274,479.4666442871094,0.0013329698704183102,3787.219482421875,0.0013618781231343746,0.0013868524692952633,0.0013329698704183102
0.0013568117283284664,0.0013568117283284664,384.7709655761719,0.001315565314143896,4477.44140625,0.001369138015434146,0.0014819814823567867,0.001315565314143896
0.0013501360081136227,0.0013501360081136227,24.59808921813965,0.0013051941059529781,295.1622009277344,0.001353040337562561,0.0013832761906087399,0.0013051941059529781
0.0013349964283406734,0.0013349964283406734,518.4434814453125,0.0013051941059529781,6221.30615234375,0.00135273695923388,0.0014555170200765133,0.0013051941059529781
0.0013348772190511227,0.0013348772190511227,170.0054931640625,0.0013173534534871578,1313.29296875,0.001338799251243472,0.0013819648884236813,0.0013173534534871578
0.0013185455463826656,0.0013185455463826656,798.814208984375,0.0013173534534871578,3674.08984375,0.0013247955357655883,0.001350493635982275,0.0013173534534871578
0.0013348772190511227,0.0013348772190511227,589.1370239257812,0.0013191415928304195,3173.577880859375,0.0013393277768045664,0.001352639403194189,0.0013191415928304195
0.0013541891239583492,0.0013541891239583492,352.50982666015625,0.0013262941502034664,2358.186279296875,0.0013446392258629203,0.0013843490742146969,0.0013262941502034664
0.001338453497737646,0.001338453497737646,196.51675415039062,0.0012983991764485836,2358.186279296875,0.00133143097627908,0.0013631298206746578,0.0012983991764485836
0.0013366653583943844,0.0013366653583943844,181.557861328125,0.0012983991764485836,1339.709716796875,0.0013302996521815658,0.0013745739124715328,0.0012983991764485836
0.0013062669895589352,0.0013062669895589352,217.2887420654297,0.0013097240589559078,958.6095581054688,0.0013282810105010867,0.0013444139622151852,0.0013097240589559078
0.0013209297321736813,0.0013209297321736813,0.0013277147663757205,0.0013097240589559078,0.001371712889522314,0.0013277147663757205,0.001371712889522314,0.0013097240589559078
0.0013174726627767086,0.0013174726627767086,0.0013297413242980838,0.0013148500584065914,0.0013531162403523922,0.0013297413242980838,0.0013531162403523922,0.0013148500584065914
0.0013165189884603024,0.0013165189884603024,160.9803466796875,0.0013148500584065914,1011.1570434570312,0.0013308956986293197,0.0013571693561971188,0.0013148500584065914
0.0013223602436482906,0.0013223602436482906,36.518890380859375,0.0013198568485677242,406.0983581542969,0.0013332678936421871,0.0013571693561971188,0.0013198568485677242
0.0013180687092244625,0.0013180687092244625,193.15890502929688,0.0013136579655110836,1976.7999267578125,0.0013277007965371013,0.0013692094944417477,0.0013136579655110836
0.0013268901966512203,0.0013268901966512203,43.19969940185547,0.0013136579655110836,518.381591796875,0.0013412494445219636,0.0013692094944417477,0.0013136579655110836
0.001340718474239111,0.001340718474239111,106.43029022216797,0.0013104393146932125,1277.148681640625,0.001337586552836001,0.0013576461933553219,0.0013104393146932125
0.0013279630802571774,0.0013279630802571774,433.04034423828125,0.0013104393146932125,2152.44287109375,0.0013252014759927988,0.0013432218693196774,0.0013104393146932125
0.0013197376392781734,0.0013197376392781734,75.03541564941406,0.0013028099201619625,741.2672119140625,0.0013275458477437496,0.0013478710316121578,0.0013028099201619625
0.0013487054966390133,0.0013487054966390133,61.77349090576172,0.0013028099201619625,741.2672119140625,0.0013264892622828484,0.0013478710316121578,0.0013028099201619625
0.0013212873600423336,0.0013212873600423336,0.0013353838585317135,0.0013180687092244625,0.0013594343326985836,0.0013353838585317135,0.0013594343326985836,0.0013180687092244625
